date,G_prod,G_inv,G_demand,CR_prod,CR_inv,CR_demand,iron_ore_price,steel_operating_rate,steel_capacity_idx,auto_prod,auto_domestic_ship,auto_export_ship,appliance_prod_idx,appliance_ship_idx,construction_order_amt,usdkrw_avg,leading_idx,gov_bond_3y_avg,G_prod_lag1,G_prod_lag2,G_inv_lag1,G_inv_lag2,G_demand_lag1,G_demand_lag2,CR_prod_lag1,CR_prod_lag2,CR_inv_lag1,CR_inv_lag2,CR_demand_lag1,CR_demand_lag2,iron_ore_price_lag1,iron_ore_price_lag2,steel_operating_rate_lag1,steel_operating_rate_lag2,steel_capacity_idx_lag1,steel_capacity_idx_lag2,auto_prod_lag1,auto_prod_lag2,auto_domestic_ship_lag1,auto_domestic_ship_lag2,auto_export_ship_lag1,auto_export_ship_lag2,appliance_prod_idx_lag1,appliance_prod_idx_lag2,appliance_ship_idx_lag1,appliance_ship_idx_lag2,construction_order_amt_lag1,construction_order_amt_lag2,usdkrw_avg_lag1,usdkrw_avg_lag2,leading_idx_lag1,leading_idx_lag2,gov_bond_3y_avg_lag1,gov_bond_3y_avg_lag2,construction_order_amt_lag3,construction_order_amt_lag6,G_demand_ma3,G_demand_std3,construction_order_amt_pct,auto_prod_pct,G_prod_pct,covid_dummy,posco_flood_dummy,month,target_month,target
2017-07-01,910,362,896,721,237,704,66.74,110.653,101.106,371423,131512,224644,84.279,87.486,9898773,1133.13,92.4,1.74,883.0,871.0,352.0,327.0,856.0,857.0,700.0,707.0,221.0,198.0,674.0,713.0,57.86,61.63,111.454,111.202,101.106,101.206,382807.0,356204.0,140964.0,136355.0,237155.0,216670.0,88.822,90.484,85.441,84.285,10974531.0,12810824.0,1131.62,1124.65,92.1,91.7,1.67,1.7,16246983.0,10981035.0,869.6666666666666,22.810816147900876,-9.802314103445509,-2.973822317773711,3.05775764439411,0,0,7,8,-5.69196428571429
2017-08-01,911,425,845,699,233,700,74.59,112.872,101.106,274168,121560,171231,94.379,89.709,13607659,1131.4,92.8,1.78,910.0,883.0,362.0,352.0,896.0,856.0,721.0,700.0,237.0,221.0,704.0,674.0,66.74,57.86,110.653,111.454,101.106,101.106,371423.0,382807.0,131512.0,140964.0,224644.0,237155.0,84.279,88.822,87.486,85.441,9898773.0,10974531.0,1133.13,1131.62,92.4,92.1,1.74,1.67,12810824.0,14722222.0,865.6666666666666,26.839026311200918,37.468138727900914,-26.184431228006876,0.1098901098901095,0,0,8,9,1.0650887573964596
2017-09-01,811,377,854,698,239,691,69.24,112.331,101.106,356749,134284,225363,92.925,86.775,10781612,1132.93,92.9,1.79,911.0,910.0,425.0,362.0,845.0,896.0,699.0,721.0,233.0,237.0,700.0,704.0,74.59,66.74,112.872,110.653,101.106,101.106,274168.0,371423.0,121560.0,131512.0,171231.0,224644.0,94.379,84.279,89.709,87.486,13607659.0,9898773.0,1131.4,1133.13,92.8,92.4,1.78,1.74,10974531.0,8422517.0,865.0,27.221315177632437,-20.76806157473523,30.12058300020426,-10.97694840834248,0,0,9,10,-1.1709601873536313
2017-10-01,926,454,844,621,231,627,61.05,114.672,101.106,280680,113378,174011,95.013,85.886,12718684,1129.48,93.2,2.03,811.0,911.0,377.0,425.0,854.0,845.0,698.0,699.0,239.0,233.0,691.0,700.0,69.24,74.59,112.331,112.872,101.106,101.106,356749.0,274168.0,134284.0,121560.0,225363.0,171231.0,92.925,94.379,86.775,89.709,10781612.0,13607659.0,1132.93,1131.4,92.9,92.8,1.79,1.78,9898773.0,16246983.0,847.6666666666666,5.507570547286278,17.966441381863852,-21.322834822241965,14.18002466091246,0,0,10,11,0.11848341232227888
2017-11-01,791,396,845,592,217,604,63.41,109.846,101.106,382034,141073,234619,90.531,90.153,10372517,1102.82,93.4,2.15,926.0,811.0,454.0,377.0,844.0,854.0,621.0,698.0,231.0,239.0,627.0,691.0,61.05,69.24,114.672,112.331,101.106,101.106,280680.0,356749.0,113378.0,134284.0,174011.0,225363.0,95.013,92.925,85.886,86.775,12718684.0,10781612.0,1129.48,1132.93,93.2,92.9,2.03,1.79,13607659.0,12810824.0,847.6666666666666,5.507570547286278,-18.446617590310442,36.11016103748042,-14.578833693304539,0,0,11,12,-6.8639053254437865
2017-12-01,842,446,787,627,243,597,71.74,110.646,101.106,287311,133098,178936,87.858,88.909,12849288,1085.95,93.5,2.1,791.0,926.0,396.0,454.0,845.0,844.0,592.0,621.0,217.0,231.0,604.0,627.0,63.41,61.05,109.846,114.672,101.106,101.106,382034.0,280680.0,141073.0,113378.0,234619.0,174011.0,90.531,95.013,90.153,85.886,10372517.0,12718684.0,1102.82,1129.48,93.4,93.2,2.15,2.03,10781612.0,10974531.0,825.3333333333334,33.20140559273562,23.878206225162124,-24.79439002811268,6.447534766118834,0,0,12,1,8.767471410419315
2018-01-01,868,454,856,705,234,706,75.78,110.727,100.603,322408,113064,189638,91.093,90.064,15159024,1066.54,93.7,2.19,842.0,791.0,446.0,396.0,787.0,845.0,627.0,592.0,243.0,217.0,597.0,604.0,71.74,63.41,110.646,109.846,101.106,101.106,287311.0,382034.0,133098.0,141073.0,178936.0,234619.0,87.858,90.531,88.909,90.153,12849288.0,10372517.0,1085.95,1102.82,93.5,93.4,2.1,2.15,12718684.0,9898773.0,829.3333333333334,37.07200201409867,17.97559522364196,12.21568265746873,3.087885985748229,0,0,1,2,-6.308411214953269
2018-02-01,809,455,802,675,245,663,77.65,109.786,100.603,276938,106035,163094,95.553,96.555,12926860,1080.7,94.0,2.28,868.0,842.0,454.0,446.0,856.0,787.0,705.0,627.0,234.0,243.0,706.0,597.0,75.78,71.74,110.727,110.646,100.603,101.106,322408.0,287311.0,113064.0,133098.0,189638.0,178936.0,91.093,87.858,90.064,88.909,15159024.0,12849288.0,1066.54,1085.95,93.7,93.5,2.19,2.1,10372517.0,13607659.0,815.0,36.29049462324815,-14.724984933066931,-14.10324805836084,-6.79723502304147,0,0,2,3,8.977556109725683
2018-03-01,828,404,874,712,243,710,71.32,106.879,101.005,363464,140079,221120,89.472,93.354,12265129,1071.21,94.2,2.27,809.0,868.0,455.0,454.0,802.0,856.0,675.0,705.0,245.0,234.0,663.0,706.0,77.65,75.78,109.786,110.727,100.603,100.603,276938.0,322408.0,106035.0,113064.0,163094.0,189638.0,95.553,91.093,96.555,90.064,12926860.0,15159024.0,1080.7,1066.54,94.0,93.7,2.28,2.19,12849288.0,10781612.0,844.0,37.46998799039043,-5.119038962284728,31.24381630545465,2.348578491965392,0,0,3,4,-7.78032036613272
2018-04-01,810,402,806,732,244,728,66.33,109.132,101.005,354156,134819,216627,93.677,95.755,10237383,1068.05,94.3,2.19,828.0,809.0,404.0,455.0,874.0,802.0,712.0,675.0,243.0,245.0,710.0,663.0,71.32,77.65,106.879,109.786,101.005,100.603,363464.0,276938.0,140079.0,106035.0,221120.0,163094.0,89.472,95.553,93.354,96.555,12265129.0,12926860.0,1071.21,1080.7,94.2,94.0,2.27,2.28,15159024.0,12718684.0,827.3333333333334,40.463975747982765,-16.53261046011012,-2.560913873175885,-2.1739130434782594,0,0,4,5,2.109181141439209
2018-05-01,796,370,823,749,232,759,66.63,110.125,101.005,351595,134301,213175,98.426,93.087,15163956,1077.05,94.6,2.25,810.0,828.0,402.0,404.0,806.0,874.0,732.0,712.0,244.0,243.0,728.0,710.0,66.33,71.32,109.132,106.879,101.005,101.005,354156.0,363464.0,134819.0,140079.0,216627.0,221120.0,93.677,89.472,95.755,93.354,10237383.0,12265129.0,1068.05,1071.21,94.3,94.2,2.19,2.27,12926860.0,10372517.0,834.3333333333334,35.388321990924304,48.12336316810655,-0.7231276612566173,-1.7283950617283939,0,0,5,6,-3.76670716889429
2018-06-01,810,383,792,680,193,717,66.86,109.478,100.503,336183,132413,211890,96.773,94.777,10293830,1095.96,94.7,2.18,796.0,810.0,370.0,402.0,823.0,806.0,749.0,732.0,232.0,244.0,759.0,728.0,66.63,66.33,110.125,109.132,101.005,101.005,351595.0,354156.0,134301.0,134819.0,213175.0,216627.0,98.426,93.677,93.087,95.755,15163956.0,10237383.0,1077.05,1068.05,94.6,94.3,2.25,2.19,12265129.0,12849288.0,807.0,15.524174696260177,-32.116460902418865,-4.383452551941868,1.7587939698492372,0,0,6,7,5.934343434343425
2018-07-01,860,399,839,768,232,728,67.05,108.678,100.503,306376,134355,193439,93.402,95.843,12237631,1123.05,94.9,2.1,810.0,796.0,383.0,370.0,792.0,823.0,680.0,749.0,193.0,232.0,717.0,759.0,66.86,66.63,109.478,110.125,100.503,101.005,336183.0,351595.0,132413.0,134301.0,211890.0,213175.0,96.773,98.426,94.777,93.087,10293830.0,15163956.0,1095.96,1077.05,94.7,94.6,2.18,2.25,10237383.0,15159024.0,818.0,23.895606290697142,18.88316593532242,-8.866301984335912,6.172839506172845,0,0,7,8,1.4302741358760418
