date,CR_prod,CR_inv,CR_demand,G_prod,G_inv,G_demand,iron_ore_price,steel_operating_rate,steel_capacity_idx,auto_prod,auto_domestic_ship,auto_export_ship,appliance_prod_idx,appliance_ship_idx,construction_order_amt,usdkrw_avg,leading_idx,gov_bond_3y_avg,CR_prod_lag1,CR_prod_lag2,CR_inv_lag1,CR_inv_lag2,CR_demand_lag1,CR_demand_lag2,G_prod_lag1,G_prod_lag2,G_inv_lag1,G_inv_lag2,G_demand_lag1,G_demand_lag2,iron_ore_price_lag1,iron_ore_price_lag2,steel_operating_rate_lag1,steel_operating_rate_lag2,steel_capacity_idx_lag1,steel_capacity_idx_lag2,auto_prod_lag1,auto_prod_lag2,auto_domestic_ship_lag1,auto_domestic_ship_lag2,auto_export_ship_lag1,auto_export_ship_lag2,appliance_prod_idx_lag1,appliance_prod_idx_lag2,appliance_ship_idx_lag1,appliance_ship_idx_lag2,construction_order_amt_lag1,construction_order_amt_lag2,usdkrw_avg_lag1,usdkrw_avg_lag2,leading_idx_lag1,leading_idx_lag2,gov_bond_3y_avg_lag1,gov_bond_3y_avg_lag2,construction_order_amt_lag3,construction_order_amt_lag6,CR_demand_ma3,CR_demand_std3,construction_order_amt_pct,auto_prod_pct,CR_prod_pct,covid_dummy,posco_flood_dummy,month,target_month,target
2017-07-01,721,237,704,910,362,896,66.74,110.653,101.106,371423,131512,224644,84.279,87.486,9898773,1133.13,92.4,1.74,700.0,707.0,221.0,198.0,674.0,713.0,883.0,871.0,352.0,327.0,856.0,857.0,57.86,61.63,111.454,111.202,101.106,101.206,382807.0,356204.0,140964.0,136355.0,237155.0,216670.0,88.822,90.484,85.441,84.285,10974531.0,12810824.0,1131.62,1124.65,92.1,91.7,1.67,1.7,16246983.0,10981035.0,697.0,20.420577856662238,-9.802314103445509,-2.973822317773711,3.0000000000000027,0,0,7,8,-0.5681818181818232
2017-08-01,699,233,700,911,425,845,74.59,112.872,101.106,274168,121560,171231,94.379,89.709,13607659,1131.4,92.8,1.78,721.0,700.0,237.0,221.0,704.0,674.0,910.0,883.0,362.0,352.0,896.0,856.0,66.74,57.86,110.653,111.454,101.106,101.106,371423.0,382807.0,131512.0,140964.0,224644.0,237155.0,84.279,88.822,87.486,85.441,9898773.0,10974531.0,1133.13,1131.62,92.4,92.1,1.74,1.67,12810824.0,14722222.0,692.6666666666666,16.289055630494286,37.468138727900914,-26.184431228006876,-3.051317614424409,0,0,8,9,-1.28571428571429
2017-09-01,698,239,691,811,377,854,69.24,112.331,101.106,356749,134284,225363,92.925,86.775,10781612,1132.93,92.9,1.79,699.0,721.0,233.0,237.0,700.0,704.0,911.0,910.0,425.0,362.0,845.0,896.0,74.59,66.74,112.872,110.653,101.106,101.106,274168.0,371423.0,121560.0,131512.0,171231.0,224644.0,94.379,84.279,89.709,87.486,13607659.0,9898773.0,1131.4,1133.13,92.8,92.4,1.78,1.74,10974531.0,8422517.0,698.3333333333334,6.658328118479772,-20.76806157473523,30.12058300020426,-0.14306151645206988,0,0,9,10,-9.261939218523874
2017-10-01,621,231,627,926,454,844,61.05,114.672,101.106,280680,113378,174011,95.013,85.886,12718684,1129.48,93.2,2.03,698.0,699.0,239.0,233.0,691.0,700.0,811.0,911.0,377.0,425.0,854.0,845.0,69.24,74.59,112.331,112.872,101.106,101.106,356749.0,274168.0,134284.0,121560.0,225363.0,171231.0,92.925,94.379,86.775,89.709,10781612.0,13607659.0,1132.93,1131.4,92.9,92.8,1.79,1.78,9898773.0,16246983.0,672.6666666666666,39.80368492154134,17.966441381863852,-21.322834822241965,-11.031518624641834,0,0,10,11,-3.6682615629984094
2017-11-01,592,217,604,791,396,845,63.41,109.846,101.106,382034,141073,234619,90.531,90.153,10372517,1102.82,93.4,2.15,621.0,698.0,231.0,239.0,627.0,691.0,926.0,811.0,454.0,377.0,844.0,854.0,61.05,69.24,114.672,112.331,101.106,101.106,280680.0,356749.0,113378.0,134284.0,174011.0,225363.0,95.013,92.925,85.886,86.775,12718684.0,10781612.0,1129.48,1132.93,93.2,92.9,2.03,1.79,13607659.0,12810824.0,640.6666666666666,45.081407845511386,-18.446617590310442,36.11016103748042,-4.669887278582929,0,0,11,12,-1.1589403973509937
2017-12-01,627,243,597,842,446,787,71.74,110.646,101.106,287311,133098,178936,87.858,88.909,12849288,1085.95,93.5,2.1,592.0,621.0,217.0,231.0,604.0,627.0,791.0,926.0,396.0,454.0,845.0,844.0,63.41,61.05,109.846,114.672,101.106,101.106,382034.0,280680.0,141073.0,113378.0,234619.0,174011.0,90.531,95.013,90.153,85.886,10372517.0,12718684.0,1102.82,1129.48,93.4,93.2,2.15,2.03,10781612.0,10974531.0,609.3333333333334,15.695009822658104,23.878206225162124,-24.79439002811268,5.912162162162171,0,0,12,1,18.257956448911216
2018-01-01,705,234,706,868,454,856,75.78,110.727,100.603,322408,113064,189638,91.093,90.064,15159024,1066.54,93.7,2.19,627.0,592.0,243.0,217.0,597.0,604.0,842.0,791.0,446.0,396.0,787.0,845.0,71.74,63.41,110.646,109.846,101.106,101.106,287311.0,382034.0,133098.0,141073.0,178936.0,234619.0,87.858,90.531,88.909,90.153,12849288.0,10372517.0,1085.95,1102.82,93.5,93.4,2.1,2.15,12718684.0,9898773.0,635.6666666666666,61.01092798288956,17.97559522364196,12.21568265746873,12.440191387559807,0,0,1,2,-6.090651558073656
2018-02-01,675,245,663,809,455,802,77.65,109.786,100.603,276938,106035,163094,95.553,96.555,12926860,1080.7,94.0,2.28,705.0,627.0,234.0,243.0,706.0,597.0,868.0,842.0,454.0,446.0,856.0,787.0,75.78,71.74,110.727,110.646,100.603,101.106,322408.0,287311.0,113064.0,133098.0,189638.0,178936.0,91.093,87.858,90.064,88.909,15159024.0,12849288.0,1066.54,1085.95,93.7,93.5,2.19,2.1,10372517.0,13607659.0,655.3333333333334,54.9029446690552,-14.724984933066931,-14.10324805836084,-4.255319148936165,0,0,2,3,7.088989441930615
2018-03-01,712,243,710,828,404,874,71.32,106.879,101.005,363464,140079,221120,89.472,93.354,12265129,1071.21,94.2,2.27,675.0,705.0,245.0,234.0,663.0,706.0,809.0,868.0,455.0,454.0,802.0,856.0,77.65,75.78,109.786,110.727,100.603,100.603,276938.0,322408.0,106035.0,113064.0,163094.0,189638.0,95.553,91.093,96.555,90.064,12926860.0,15159024.0,1080.7,1066.54,94.0,93.7,2.28,2.19,12849288.0,10781612.0,693.0,26.057628441590808,-5.119038962284728,31.24381630545465,5.481481481481487,0,0,3,4,2.5352112676056304
2018-04-01,732,244,728,810,402,806,66.33,109.132,101.005,354156,134819,216627,93.677,95.755,10237383,1068.05,94.3,2.19,712.0,675.0,243.0,245.0,710.0,663.0,828.0,809.0,404.0,455.0,874.0,802.0,71.32,77.65,106.879,109.786,101.005,100.603,363464.0,276938.0,140079.0,106035.0,221120.0,163094.0,89.472,95.553,93.354,96.555,12265129.0,12926860.0,1071.21,1080.7,94.2,94.0,2.27,2.28,15159024.0,12718684.0,700.3333333333334,33.56088993655167,-16.53261046011012,-2.560913873175885,2.8089887640449396,0,0,4,5,4.258241758241765
2018-05-01,749,232,759,796,370,823,66.63,110.125,101.005,351595,134301,213175,98.426,93.087,15163956,1077.05,94.6,2.25,732.0,712.0,244.0,243.0,728.0,710.0,810.0,828.0,402.0,404.0,806.0,874.0,66.33,71.32,109.132,106.879,101.005,101.005,354156.0,363464.0,134819.0,140079.0,216627.0,221120.0,93.677,89.472,95.755,93.354,10237383.0,12265129.0,1068.05,1071.21,94.3,94.2,2.19,2.27,12926860.0,10372517.0,732.3333333333334,24.78574859336173,48.12336316810655,-0.7231276612566173,2.3224043715847076,0,0,5,6,-5.533596837944666
2018-06-01,680,193,717,810,383,792,66.86,109.478,100.503,336183,132413,211890,96.773,94.777,10293830,1095.96,94.7,2.18,749.0,732.0,232.0,244.0,759.0,728.0,796.0,810.0,370.0,402.0,823.0,806.0,66.63,66.33,110.125,109.132,101.005,101.005,351595.0,354156.0,134301.0,134819.0,213175.0,216627.0,98.426,93.677,93.087,95.755,15163956.0,10237383.0,1077.05,1068.05,94.6,94.3,2.25,2.19,12265129.0,12849288.0,734.6666666666666,21.779194965226147,-32.116460902418865,-4.383452551941868,-9.212283044058744,0,0,6,7,1.5341701534170138
2018-07-01,768,232,728,860,399,839,67.05,108.678,100.503,306376,134355,193439,93.402,95.843,12237631,1123.05,94.9,2.1,680.0,749.0,193.0,232.0,717.0,759.0,810.0,796.0,383.0,370.0,792.0,823.0,66.86,66.63,109.478,110.125,100.503,101.005,336183.0,351595.0,132413.0,134301.0,211890.0,213175.0,96.773,98.426,94.777,93.087,10293830.0,15163956.0,1095.96,1077.05,94.7,94.6,2.18,2.25,10237383.0,15159024.0,734.6666666666666,21.779194965226147,18.88316593532242,-8.866301984335912,12.941176470588234,0,0,7,8,1.098901098901095
2018-08-01,775,269,736,864,417,851,68.02,108.404,100.503,296465,126880,169976,93.67,86.064,9747204,1120.96,94.8,2.02,768.0,680.0,232.0,193.0,728.0,717.0,860.0,810.0,399.0,383.0,839.0,792.0,67.05,66.86,108.678,109.478,100.503,100.503,306376.0,336183.0,134355.0,132413.0,193439.0,211890.0,93.402,96.773,95.843,94.777,12237631.0,10293830.0,1123.05,1095.96,94.9,94.7,2.1,2.18,15163956.0,12926860.0,727.0,9.539392014169342,-20.350564582311726,-3.234913961929131,0.9114583333333259,0,0,8,9,0.0
2018-09-01,700,230,736,788,374,825,68.8,107.038,100.402,291971,110537,180051,88.328,92.998,12112464,1120.19,94.9,1.95,775.0,768.0,269.0,232.0,736.0,728.0,864.0,860.0,417.0,399.0,851.0,839.0,68.02,67.05,108.404,108.678,100.503,100.503,296465.0,306376.0,126880.0,134355.0,169976.0,193439.0,93.67,93.402,86.064,95.843,9747204.0,12237631.0,1120.96,1123.05,94.8,94.9,2.02,2.1,10293830.0,12265129.0,733.3333333333334,4.618802153516764,24.266035675461396,-1.5158619061272027,-9.677419354838712,0,0,9,10,-1.4945652173913082
2018-10-01,717,221,725,821,376,815,72.02,109.602,100.402,381655,140068,232366,89.99,89.798,10500906,1132.78,94.9,2.01,700.0,775.0,230.0,269.0,736.0,736.0,788.0,864.0,374.0,417.0,825.0,851.0,68.8,68.02,107.038,108.404,100.402,100.503,291971.0,296465.0,110537.0,126880.0,180051.0,169976.0,88.328,93.67,92.998,86.064,12112464.0,9747204.0,1120.19,1120.96,94.9,94.8,1.95,2.02,12237631.0,10237383.0,732.3333333333334,6.350852961085712,-13.30495595281026,30.716749266194256,2.4285714285714244,0,0,10,11,-7.862068965517244
2018-11-01,668,219,668,812,401,797,72.3,109.282,100.402,390573,140381,237952,96.361,86.508,10796419,1127.55,94.9,1.94,717.0,700.0,221.0,230.0,725.0,736.0,821.0,788.0,376.0,374.0,815.0,825.0,72.02,68.8,109.602,107.038,100.402,100.402,381655.0,291971.0,140068.0,110537.0,232366.0,180051.0,89.99,88.328,89.798,92.998,10500906.0,12112464.0,1132.78,1120.19,94.9,94.9,2.01,1.95,9747204.0,15163956.0,709.6666666666666,36.50114153466067,2.81416670142558,2.3366653129134995,-6.8340306834030695,0,0,11,12,-6.736526946107779
2018-12-01,703,296,623,816,446,765,68.9,105.145,100.402,356932,139414,220333,96.131,93.976,13295945,1122.65,94.9,1.83,668.0,717.0,219.0,221.0,668.0,725.0,812.0,821.0,401.0,376.0,797.0,815.0,72.3,72.02,109.282,109.602,100.402,100.402,390573.0,381655.0,140381.0,140068.0,237952.0,232366.0,96.361,89.99,86.508,89.798,10796419.0,10500906.0,1127.55,1132.78,94.9,94.9,1.94,2.01,12112464.0,10293830.0,672.0,51.11751167652819,23.15143567510671,-8.613242594854231,5.239520958083843,0,0,12,1,19.357818339783808
2019-01-01,759,295,758,878,447,855,75.2,107.836,100.603,354305,117959,209906,95.667,96.821,11002383,1121.72,95.0,1.81,703.0,668.0,296.0,219.0,623.0,668.0,816.0,812.0,446.0,401.0,765.0,797.0,68.9,72.3,105.145,109.282,100.402,100.402,356932.0,390573.0,139414.0,140381.0,220333.0,237952.0,96.131,96.361,93.976,86.508,13295945.0,10796419.0,1122.65,1127.55,94.9,94.9,1.83,1.94,10500906.0,12237631.0,683.0,68.73863542433757,-17.250086398522257,-0.7359945311712024,7.965860597439556,0,0,1,2,-9.366754617414252
2019-02-01,675,281,687,751,410,782,87.59,106.431,100.603,257276,104732,164048,94.037,100.2,10719920,1123.66,95.2,1.8,759.0,703.0,295.0,296.0,758.0,623.0,878.0,816.0,447.0,446.0,855.0,765.0,75.2,68.9,107.836,105.145,100.603,100.402,354305.0,356932.0,117959.0,139414.0,209906.0,220333.0,95.667,96.131,96.821,93.976,11002383.0,13295945.0,1121.72,1122.65,95.0,94.9,1.81,1.83,10796419.0,9747204.0,689.3333333333334,67.53024013975761,-2.5672892863300656,-27.385726986635806,-11.067193675889332,0,0,2,3,2.911208151382816
2019-03-01,694,266,707,786,418,774,87.07,107.53,100.603,345821,138849,208121,95.006,103.49,17611869,1131.88,95.6,1.79,675.0,759.0,281.0,295.0,687.0,758.0,751.0,878.0,410.0,447.0,782.0,855.0,87.59,75.2,106.431,107.836,100.603,100.603,257276.0,354305.0,104732.0,117959.0,164048.0,209906.0,94.037,95.667,100.2,96.821,10719920.0,11002383.0,1123.66,1121.72,95.2,95.0,1.8,1.81,13295945.0,12112464.0,717.3333333333334,36.61056313870804,64.29104881379712,34.416346647180454,2.8148148148148255,0,0,3,4,-7.4964639321075
2019-04-01,625,234,654,808,419,797,94.5,108.047,100.704,371931,136809,222395,89.269,90.954,13537646,1142.79,95.8,1.74,694.0,675.0,266.0,281.0,707.0,687.0,786.0,751.0,418.0,410.0,774.0,782.0,87.07,87.59,107.53,106.431,100.603,100.603,345821.0,257276.0,138849.0,104732.0,208121.0,164048.0,95.006,94.037,103.49,100.2,17611869.0,10719920.0,1131.88,1123.66,95.6,95.2,1.79,1.8,11002383.0,10500906.0,682.6666666666666,26.764404221527673,-23.133393735781247,7.550148776390109,-9.942363112391927,0,0,4,5,1.3761467889908285
2019-05-01,671,240,663,864,428,849,101.76,106.617,100.704,366152,134272,225191,83.299,93.799,10123356,1184.93,95.9,1.68,625.0,694.0,234.0,266.0,654.0,707.0,808.0,786.0,419.0,418.0,797.0,774.0,94.5,87.07,108.047,107.53,100.704,100.603,371931.0,345821.0,136809.0,138849.0,222395.0,208121.0,89.269,95.006,90.954,103.49,13537646.0,17611869.0,1142.79,1131.88,95.8,95.6,1.74,1.79,10719920.0,10796419.0,674.6666666666666,28.360771028540952,-25.220706760983415,-1.5537828253089914,7.360000000000011,0,0,5,6,3.9215686274509887
2019-06-01,687,237,689,809,419,808,109.55,106.496,100.704,332847,125445,211622,93.2,92.554,10054461,1173.58,95.9,1.5,671.0,625.0,240.0,234.0,663.0,654.0,864.0,808.0,428.0,419.0,849.0,797.0,101.76,94.5,106.617,108.047,100.704,100.704,366152.0,371931.0,134272.0,136809.0,225191.0,222395.0,83.299,89.269,93.799,90.954,10123356.0,13537646.0,1184.93,1142.79,95.9,95.8,1.68,1.74,17611869.0,13295945.0,668.6666666666666,18.17507450695395,-0.6805549464031446,-9.095949223273392,2.3845007451564815,0,0,6,7,5.660377358490565
2019-07-01,742,249,728,865,419,857,119.59,107.452,100.704,359551,131638,205308,83.774,88.108,9004768,1177.09,95.9,1.38,687.0,671.0,237.0,240.0,689.0,663.0,809.0,864.0,419.0,428.0,808.0,849.0,109.55,101.76,106.496,106.617,100.704,100.704,332847.0,366152.0,125445.0,134272.0,211622.0,225191.0,93.2,83.299,92.554,93.799,10054461.0,10123356.0,1173.58,1184.93,95.9,95.9,1.5,1.68,13537646.0,11002383.0,693.3333333333334,32.715949219506484,-10.44007232212647,8.022905419006321,8.005822416302767,0,0,7,8,-2.6098901098901117
2019-08-01,736,272,709,810,431,787,93.5,103.715,100.704,249390,118822,162163,76.465,84.908,9212479,1210.66,96.0,1.16,742.0,687.0,249.0,237.0,728.0,689.0,865.0,809.0,419.0,419.0,857.0,808.0,119.59,109.55,107.452,106.496,100.704,100.704,359551.0,332847.0,131638.0,125445.0,205308.0,211622.0,83.774,93.2,88.108,92.554,9004768.0,10054461.0,1177.09,1173.58,95.9,95.9,1.38,1.5,10123356.0,10719920.0,708.6666666666666,19.502136635079914,2.3066779732692666,-30.638490784339357,-0.8086253369272267,0,0,8,9,-5.359661495063472
2019-09-01,672,271,671,819,461,781,92.26,105.39,100.704,278016,112772,168162,90.784,85.975,16271058,1196.79,96.4,1.29,736.0,742.0,272.0,249.0,709.0,728.0,810.0,865.0,431.0,419.0,787.0,857.0,93.5,119.59,103.715,107.452,100.704,100.704,249390.0,359551.0,118822.0,131638.0,162163.0,205308.0,76.465,83.774,84.908,88.108,9212479.0,9004768.0,1210.66,1177.09,96.0,95.9,1.16,1.38,10054461.0,17611869.0,702.6666666666666,29.022979401386856,76.6197567451714,11.478407313845773,-8.695652173913048,0,0,9,10,0.0
2019-10-01,650,249,671,786,459,785,88.59,105.039,100.603,351409,135360,207308,89.177,84.196,15020250,1182.29,96.9,1.36,672.0,736.0,271.0,272.0,671.0,709.0,819.0,810.0,461.0,431.0,781.0,787.0,92.26,93.5,105.39,103.715,100.704,100.704,278016.0,249390.0,112772.0,118822.0,168162.0,162163.0,90.784,76.465,85.975,84.908,16271058.0,9212479.0,1196.79,1210.66,96.4,96.0,1.29,1.16,9004768.0,13537646.0,683.6666666666666,21.93931022920558,-7.6873181817679,26.398840354511965,-3.2738095238095233,0,0,10,11,2.3845007451564815
2019-11-01,685,243,687,793,462,784,82.9,105.051,100.503,346404,136855,212308,87.065,85.441,12411473,1168.43,97.5,1.49,650.0,672.0,249.0,271.0,671.0,671.0,786.0,819.0,459.0,461.0,785.0,781.0,88.59,92.26,105.039,105.39,100.603,100.704,351409.0,278016.0,135360.0,112772.0,207308.0,168162.0,89.177,90.784,84.196,85.975,15020250.0,16271058.0,1182.29,1196.79,96.9,96.4,1.36,1.29,9212479.0,10123356.0,676.3333333333334,9.237604307033488,-17.368399327574448,-1.424266310766087,5.384615384615388,0,0,11,12,0.14556040756914523
2019-12-01,738,289,688,829,526,760,90.98,104.712,100.402,337512,145313,204850,90.824,86.775,16153618,1176.01,98.1,1.39,685.0,650.0,243.0,249.0,687.0,671.0,793.0,786.0,462.0,459.0,784.0,785.0,82.9,88.59,105.051,105.039,100.503,100.603,346404.0,351409.0,136855.0,135360.0,212308.0,207308.0,87.065,89.177,85.441,84.196,12411473.0,15020250.0,1168.43,1182.29,97.5,96.9,1.49,1.36,16271058.0,10054461.0,682.0,9.539392014168941,30.150692025032,-2.5669449544462486,7.7372262773722555,0,0,12,1,6.1046511627907085
2020-01-01,791,591,730,781,599,703,95.22,103.8,100.3,251578,99964,148546,89.9,89.1,13750684,1166.68,98.4,1.37,738.0,685.0,289.0,243.0,688.0,687.0,829.0,793.0,526.0,462.0,760.0,784.0,90.98,82.9,104.712,105.051,100.402,100.503,337512.0,346404.0,145313.0,136855.0,204850.0,212308.0,90.824,87.065,86.775,85.441,16153618.0,12411473.0,1176.01,1168.43,98.1,97.5,1.39,1.49,15020250.0,9004768.0,701.6666666666666,24.542480178933108,-14.875515813237627,-25.46102064519188,7.181571815718146,0,0,1,2,8.904109589041088
2020-02-01,788,584,795,806,592,809,87.63,107.7,100.4,189230,82128,119942,76.1,89.8,12558812,1195.16,98.7,1.25,791.0,738.0,591.0,289.0,730.0,688.0,781.0,829.0,599.0,526.0,703.0,760.0,95.22,90.98,103.8,104.712,100.3,100.402,251578.0,337512.0,99964.0,145313.0,148546.0,204850.0,89.9,90.824,89.1,86.775,13750684.0,16153618.0,1166.68,1176.01,98.4,98.1,1.37,1.39,12411473.0,9212479.0,737.6666666666666,53.910419524738685,-8.667728819889975,-24.782771148510598,-0.37926675094817064,0,0,2,3,0.2515723270440251
2020-03-01,767,553,797,792,561,820,88.66,105.8,100.3,369037,151478,206677,93.2,93.3,12476050,1220.23,98.6,1.09,788.0,791.0,584.0,591.0,795.0,730.0,806.0,781.0,592.0,599.0,809.0,703.0,87.63,95.22,107.7,103.8,100.4,100.3,189230.0,251578.0,82128.0,99964.0,119942.0,148546.0,76.1,89.9,89.8,89.1,12558812.0,13750684.0,1195.16,1166.68,98.7,98.4,1.25,1.37,16153618.0,16271058.0,774.0,38.11823710509176,-0.6589954527546071,95.02034561116102,-2.6649746192893398,1,0,3,4,-20.657359207271746
2020-04-01,715,636,631,724,555,627,83.75,101.4,100.3,289532,145562,123240,88.9,91.8,10342304,1224.42,98.5,1.02,767.0,788.0,553.0,584.0,797.0,795.0,792.0,806.0,561.0,592.0,820.0,809.0,88.66,87.63,105.8,107.7,100.3,100.4,369037.0,189230.0,151478.0,82128.0,206677.0,119942.0,93.2,76.1,93.3,89.8,12476050.0,12558812.0,1220.23,1195.16,98.6,98.7,1.09,1.25,13750684.0,15020250.0,741.0,95.2680429105164,-17.10273684379271,-21.54391023122343,-6.779661016949157,1,0,4,5,-2.377179080824088
2020-05-01,625,644,616,593,676,568,91.33,91.3,99.9,231116,146515,95791,89.0,89.6,14780447,1230.06,98.5,0.88,715.0,767.0,636.0,553.0,631.0,797.0,724.0,792.0,555.0,561.0,627.0,820.0,83.75,88.66,101.4,105.8,100.3,100.3,289532.0,369037.0,145562.0,151478.0,123240.0,206677.0,88.9,93.2,91.8,93.3,10342304.0,12476050.0,1224.42,1220.23,98.5,98.6,1.02,1.09,12558812.0,12411473.0,681.3333333333334,100.45065123399316,42.9125173655696,-20.176008178716,-12.587412587412583,1,0,5,6,-1.7857142857142905
2020-06-01,558,595,605,568,564,693,103.34,88.4,99.9,297033,176821,126677,104.0,104.9,16975416,1207.83,99.0,0.85,625.0,715.0,644.0,636.0,616.0,631.0,593.0,724.0,676.0,555.0,568.0,627.0,91.33,83.75,91.3,101.4,99.9,100.3,231116.0,289532.0,146515.0,145562.0,95791.0,123240.0,89.0,88.9,89.6,91.8,14780447.0,10342304.0,1230.06,1224.42,98.5,98.5,0.88,1.02,12476050.0,16153618.0,617.3333333333334,13.051181300301275,14.8504913281716,28.521175513594898,-10.719999999999995,1,0,6,7,19.357818339783808
2020-07-01,698,565,727,684,553,690,108.02,91.8,99.9,345726,144712,186428,108.0,104.1,15957105,1198.86,99.6,0.83,558.0,625.0,595.0,644.0,605.0,616.0,568.0,593.0,564.0,676.0,693.0,568.0,103.34,91.33,88.4,91.3,99.9,99.9,297033.0,231116.0,176821.0,146515.0,126677.0,95791.0,104.0,89.0,104.9,89.6,16975416.0,14780447.0,1207.83,1230.06,99.0,98.5,0.85,0.88,10342304.0,13750684.0,649.3333333333334,67.48580097571141,-5.9987395890622075,16.393128036278792,25.08960573476702,1,0,7,8,7.290233837689142
2020-08-01,759,557,780,802,594,758,120.07,95.8,99.9,233363,112142,130477,108.1,107.8,15832054,1186.26,100.4,0.83,698.0,558.0,565.0,595.0,727.0,605.0,684.0,568.0,553.0,564.0,690.0,693.0,108.02,103.34,91.8,88.4,99.9,99.9,345726.0,297033.0,144712.0,176821.0,186428.0,126677.0,108.0,104.0,104.1,104.9,15957105.0,16975416.0,1198.86,1207.83,99.6,99.0,0.83,0.85,14780447.0,12558812.0,704.0,89.73850901368931,-0.7836697195387266,-32.50059295511475,8.739255014326641,1,0,8,9,2.051282051282044
2020-09-01,768,528,796,804,524,869,123.0,103.0,99.9,342494,138828,191374,108.2,108.1,14669281,1177.65,101.1,0.91,759.0,698.0,557.0,565.0,780.0,727.0,802.0,684.0,594.0,553.0,758.0,690.0,120.07,108.02,95.8,91.8,99.9,99.9,233363.0,345726.0,112142.0,144712.0,130477.0,186428.0,108.1,108.0,107.8,104.1,15832054.0,15957105.0,1186.26,1198.86,100.4,99.6,0.83,0.83,16975416.0,12476050.0,767.6666666666666,36.11555528208493,-7.344422903054781,46.76448280147238,1.1857707509881354,1,0,9,10,4.773869346733672
2020-10-01,765,458,834,725,441,807,119.25,104.1,99.9,336283,135809,194893,111.5,108.9,15532675,1141.93,101.7,0.91,768.0,759.0,528.0,557.0,796.0,780.0,804.0,802.0,524.0,594.0,869.0,758.0,123.0,120.07,103.0,95.8,99.9,99.9,342494.0,233363.0,138828.0,112142.0,191374.0,130477.0,108.2,108.1,108.1,107.8,14669281.0,15832054.0,1177.65,1186.26,101.1,100.4,0.91,0.83,15957105.0,10342304.0,803.3333333333334,27.73685875028628,5.88572814168602,-1.813462425619139,-0.390625,1,0,10,11,-5.1558752997601935
2020-11-01,749,415,791,773,413,798,123.52,103.8,99.8,324476,143884,187882,108.1,107.4,17007529,1115.2,102.4,0.97,765.0,768.0,458.0,528.0,834.0,796.0,725.0,804.0,441.0,524.0,807.0,869.0,119.25,123.0,104.1,103.0,99.9,99.9,336283.0,342494.0,135809.0,138828.0,194893.0,191374.0,111.5,108.2,108.9,108.1,15532675.0,14669281.0,1141.93,1177.65,101.7,101.1,0.91,0.91,15832054.0,14780447.0,807.0,23.515952032609665,9.495170664421938,-3.5110308876749596,-2.09150326797386,1,0,11,12,-12.895069532237668
2020-12-01,737,462,689,813,451,771,153.07,104.3,99.8,296906,133375,174756,114.3,107.7,16321842,1094.5,103.0,0.97,749.0,765.0,415.0,458.0,791.0,834.0,773.0,725.0,413.0,441.0,798.0,807.0,123.52,119.25,103.8,104.1,99.8,99.9,324476.0,336283.0,143884.0,135809.0,187882.0,194893.0,108.1,111.5,107.4,108.9,17007529.0,15532675.0,1115.2,1141.93,102.4,101.7,0.97,0.91,14669281.0,16975416.0,771.3333333333334,74.47370900749696,-4.031667386837912,-8.496776340931223,-1.602136181575431,1,0,12,1,19.357818339783808
2021-01-01,870,483,849,818,449,821,166.74,100.4,99.7,314190,116550,192073,106.5,110.5,16426938,1099.03,103.7,0.98,737.0,749.0,462.0,415.0,689.0,791.0,813.0,773.0,451.0,413.0,771.0,798.0,153.07,123.52,104.3,103.8,99.8,99.8,296906.0,324476.0,133375.0,143884.0,174756.0,187882.0,114.3,108.1,107.7,107.4,16321842.0,17007529.0,1094.5,1115.2,103.0,102.4,0.97,0.97,15532675.0,15957105.0,776.3333333333334,81.002057587035,0.6438979129929079,5.821371073673154,18.0461329715061,1,0,1,2,-9.18727915194346
2021-02-01,790,500,771,735,463,730,162.33,106.2,99.6,260781,101734,159520,95.1,99.2,17333044,1112.31,104.3,1.0,870.0,737.0,483.0,462.0,849.0,689.0,818.0,813.0,449.0,451.0,821.0,771.0,166.74,153.07,100.4,104.3,99.7,99.8,314190.0,296906.0,116550.0,133375.0,192073.0,174756.0,106.5,114.3,110.5,107.7,16426938.0,16321842.0,1099.03,1094.5,103.7,103.0,0.98,0.97,17007529.0,15832054.0,769.6666666666666,80.00833289935076,5.515976258022026,-16.99894968012986,-9.195402298850574,1,0,2,3,2.7237354085603016
2021-03-01,843,549,792,790,404,844,166.74,104.0,99.6,333869,141582,194562,116.2,113.5,16974606,1131.06,105.0,1.13,790.0,870.0,500.0,483.0,771.0,849.0,735.0,818.0,463.0,449.0,730.0,821.0,162.33,166.74,106.2,100.4,99.6,99.7,260781.0,314190.0,101734.0,116550.0,159520.0,192073.0,95.1,106.5,99.2,110.5,17333044.0,16426938.0,1112.31,1099.03,104.3,103.7,1.0,0.98,16321842.0,14669281.0,804.0,40.360872141221165,-2.0679460572534225,28.02658169115082,6.708860759493662,0,0,3,4,-1.1363636363636354
